V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,class,target
10.68,3.63,12.53,46.19,nan,10.33,5.16,18.50,5.01,8.08,21.48,12.88,42.15,9.77,15.61,8.27,22.21,43.13,10.24,2.58,29.72,35.31,17.27,21.35,5.27,31.63,11.73,22.07,nan,14.30,16.06,3.07,32.50,35.70,7.63,10.82,0,0.4029
14.94,3.32,12.27,33.10,4.62,11.61,2.24,16.18,2.95,9.75,10.54,nan,38.30,14.43,2.69,8.37,12.67,43.56,nan,1.95,36.85,49.50,15.55,6.53,3.47,49.08,nan,36.69,68.63,17.13,18.76,5.29,54.60,30.20,11.56,nan,3,0.4326
11.31,3.04,17.28,24.73,11.63,12.26,3.18,9.48,2.53,12.11,21.72,9.61,31.37,nan,nan,14.04,9.77,nan,nan,4.66,20.35,56.01,13.88,nan,3.72,46.56,14.58,31.40,60.32,14.17,15.36,3.20,30.56,37.08,8.86,6.95,3,0.4050
10.54,nan,12.67,38.14,11.27,9.78,6.61,17.30,5.00,6.44,nan,8.01,33.01,10.25,8.31,7.66,12.71,44.03,12.01,4.46,nan,41.26,14.58,11.70,2.93,43.08,7.58,28.43,71.58,14.86,16.62,1.91,45.21,27.71,7.23,12.17,4,0.4130
13.07,2.83,10.42,27.21,9.02,11.02,5.03,11.64,2.31,nan,19.03,13.87,21.47,9.45,6.50,7.12,18.33,42.59,15.19,3.91,32.62,48.85,11.98,19.05,3.59,37.88,14.60,26.85,46.98,17.89,8.35,1.49,30.01,41.79,8.04,9.51,0,0.3873
nan,3.02,nan,24.04,9.13,10.53,4.13,10.67,4.43,12.89,13.54,17.19,29.83,nan,9.57,9.35,18.95,34.94,15.06,3.10,27.63,54.78,15.63,21.18,2.03,31.97,10.14,28.77,38.43,8.97,11.98,3.98,31.67,39.42,8.81,14.56,1,0.3875
5.41,3.54,15.48,37.03,15.72,12.80,5.11,16.43,5.67,13.93,10.81,22.00,36.32,18.69,17.48,8.72,27.94,41.60,13.41,3.25,nan,26.41,15.17,9.60,2.52,nan,12.54,39.90,17.02,8.08,18.20,2.79,56.35,30.47,8.01,7.87,1,0.4289
11.99,4.97,8.71,39.48,12.88,8.66,3.07,16.80,3.03,12.09,16.70,18.65,25.71,9.57,11.32,6.08,11.61,55.45,17.53,3.51,28.91,64.28,12.60,23.94,3.37,38.54,1.17,28.59,47.12,14.80,11.76,3.14,23.60,30.37,7.15,10.71,4,0.4025
12.80,5.29,4.55,16.24,15.10,15.06,2.41,9.71,2.57,5.67,10.21,24.56,38.39,16.90,15.09,8.45,6.36,28.35,8.93,3.32,44.33,45.21,16.47,3.55,nan,27.60,9.50,38.75,47.89,15.62,4.49,1.87,40.70,21.19,7.77,10.68,5,0.3869
nan,4.25,11.59,27.64,5.23,10.70,5.05,17.83,2.51,17.31,20.35,3.13,9.62,13.71,13.41,7.98,nan,58.69,9.76,6.05,15.21,59.45,nan,22.85,4.25,23.54,7.73,37.25,40.93,17.07,7.98,4.74,0.00,47.13,5.77,8.35,2,0.3326
10.88,3.97,10.91,32.30,15.83,5.31,2.95,11.34,5.48,13.64,14.70,23.23,22.25,11.49,6.88,7.32,11.04,37.91,17.56,4.10,37.74,64.80,13.05,22.25,4.75,46.24,14.06,16.40,29.22,11.98,6.08,3.12,37.97,39.59,6.52,10.25,5,0.4090
12.64,3.48,13.21,26.48,10.00,8.29,5.81,13.76,4.56,6.15,10.52,17.44,36.50,9.38,11.84,11.42,8.35,33.60,16.97,3.06,35.18,45.95,13.77,11.14,3.81,52.21,12.32,28.42,44.57,15.60,16.06,0.35,59.00,33.03,15.56,9.22,1,0.4334
15.11,nan,9.01,33.77,13.19,4.71,2.64,15.70,3.00,8.33,8.09,19.74,22.54,11.22,8.16,nan,23.40,30.11,20.94,1.39,58.74,52.02,8.41,10.80,3.88,47.75,7.85,nan,33.45,6.32,13.97,2.49,51.23,28.06,7.36,12.12,5,0.4157
11.11,3.16,12.84,17.88,12.04,13.27,3.11,9.22,4.45,11.33,17.40,14.38,19.67,16.24,14.35,4.82,13.82,46.22,11.90,3.51,28.98,64.96,12.72,21.05,4.65,25.86,7.56,37.25,44.64,11.88,10.42,4.91,29.81,38.33,12.22,8.20,4,0.3826
11.83,3.31,9.45,38.41,9.84,16.38,2.89,22.65,2.52,14.43,7.76,23.22,52.40,15.66,8.90,12.22,26.77,50.28,16.74,3.91,70.15,11.72,14.09,16.21,2.96,50.53,23.15,30.67,9.29,14.15,17.29,3.50,nan,nan,4.40,8.64,1,0.4632
12.50,4.22,12.53,33.65,12.29,4.80,3.83,11.23,4.11,13.57,13.77,17.43,21.85,1.94,7.81,6.79,9.27,40.02,11.05,2.90,17.58,80.49,8.74,19.22,3.80,45.80,9.66,27.21,47.47,11.87,9.65,1.50,28.88,37.64,nan,12.13,5,0.3942
14.93,2.57,4.82,34.50,17.85,10.09,3.33,9.35,1.72,6.33,2.83,17.38,47.17,7.47,1.42,10.55,12.61,27.42,16.57,nan,44.10,nan,20.15,27.29,2.37,31.45,15.01,6.68,34.23,7.62,6.79,3.39,44.22,41.53,10.18,nan,5,0.4263
15.37,2.27,11.80,31.00,17.01,nan,5.58,10.54,4.68,6.75,0.00,21.12,55.25,18.01,8.69,nan,3.43,36.75,8.51,4.45,50.97,69.90,14.85,16.42,2.46,37.26,8.99,22.55,40.21,18.29,7.03,nan,40.08,nan,8.03,nan,5,0.4493
15.07,3.64,13.65,53.06,13.40,0.95,4.12,8.14,nan,10.72,14.69,22.24,27.31,3.33,7.67,6.37,24.72,nan,7.44,4.47,29.61,60.54,8.93,17.87,3.99,41.70,12.46,14.46,40.36,17.82,7.67,1.98,25.65,51.96,7.30,7.24,5,0.3890
15.63,3.84,7.73,17.99,3.96,4.63,4.91,11.67,2.95,12.87,21.90,12.44,2.28,9.56,11.04,4.96,17.92,34.81,15.63,5.40,12.90,68.76,10.92,21.16,5.47,29.13,8.17,29.37,46.54,10.38,4.41,2.07,9.14,34.36,7.07,10.75,0,0.3180
16.17,5.34,5.67,22.86,12.20,8.85,4.14,6.22,5.00,0.94,5.41,17.09,38.96,7.43,6.69,11.04,8.79,16.28,13.94,2.86,40.89,69.09,15.69,18.06,2.55,28.44,12.20,20.64,nan,6.39,8.03,4.53,40.84,35.30,8.31,9.87,5,0.3934
13.12,5.83,9.66,27.30,8.37,11.15,4.07,15.63,4.64,7.87,21.10,8.74,nan,12.10,19.04,6.83,24.26,44.49,14.88,3.63,31.12,33.76,12.71,22.53,1.72,27.19,14.16,36.95,40.82,16.88,17.64,3.81,nan,36.80,12.33,10.11,0,0.3828
10.94,3.37,10.96,38.14,10.03,10.46,2.74,15.98,3.77,7.00,19.07,16.69,37.37,6.69,8.44,10.78,13.20,51.71,10.14,4.39,29.03,48.01,10.78,19.22,3.41,40.50,9.29,22.26,54.51,14.76,12.52,5.62,28.92,44.43,7.54,9.39,4,0.4083
14.32,3.05,19.32,19.09,4.23,16.65,nan,16.05,4.75,13.53,16.02,5.60,31.60,16.08,13.10,9.33,23.87,43.95,7.39,4.43,23.49,52.50,12.00,18.99,nan,27.22,11.21,33.05,39.25,15.42,10.55,nan,21.95,nan,11.92,8.36,2,0.3791
10.39,5.00,13.78,43.48,9.38,12.58,nan,16.04,4.69,9.64,15.56,24.66,45.67,9.77,5.31,7.76,22.72,51.98,8.45,4.56,43.39,31.92,13.81,17.78,1.88,nan,15.28,17.35,32.50,11.28,13.65,4.03,nan,53.16,9.70,nan,2,0.4361
14.61,3.70,nan,28.50,12.80,9.77,3.21,16.11,5.43,9.47,20.78,12.48,31.36,13.42,6.97,10.19,18.23,45.10,nan,4.02,43.83,44.79,4.51,15.33,3.30,46.02,14.81,27.90,49.43,16.30,11.26,3.00,28.97,51.84,3.92,13.85,1,0.4166
12.59,2.66,8.00,35.22,13.08,10.49,3.37,14.63,3.93,10.95,19.86,19.37,28.87,9.07,11.03,7.33,15.35,53.55,nan,3.01,39.96,42.96,nan,18.32,2.31,48.20,10.03,34.95,48.97,13.14,17.24,4.62,37.50,27.94,9.58,7.90,4,0.4263
11.81,nan,9.65,15.54,6.84,16.52,2.92,12.94,2.20,12.39,17.77,4.07,20.86,nan,16.77,4.55,12.75,47.53,9.28,5.23,26.38,62.33,10.25,20.63,3.31,26.72,16.50,53.53,53.20,13.71,15.86,4.49,22.65,27.47,12.09,6.51,3,0.3744
8.15,2.63,12.07,26.00,14.88,14.20,4.80,15.21,5.05,8.48,15.41,12.16,25.84,10.41,13.79,10.14,17.90,55.22,nan,4.29,39.13,62.18,3.61,21.04,3.94,32.07,8.37,35.97,42.20,12.36,10.25,3.86,19.79,47.73,8.79,6.48,2,0.3970
11.57,2.29,10.13,69.77,15.41,2.99,4.13,10.69,4.80,10.71,6.77,19.65,44.30,3.57,nan,10.17,25.18,38.30,nan,7.46,43.56,42.16,16.70,9.47,2.97,54.33,11.23,15.04,50.54,nan,15.47,5.55,53.52,37.42,7.59,4.12,5,0.4488
13.23,4.17,8.58,39.10,14.53,15.77,5.84,23.95,2.60,15.53,6.08,24.95,48.43,14.03,14.79,10.35,27.65,43.23,21.31,4.80,76.90,18.10,14.76,13.89,3.01,55.53,19.51,nan,4.73,9.87,19.48,5.19,51.51,21.99,5.11,7.37,1,0.4690
5.59,6.58,14.21,38.45,nan,19.02,4.27,25.16,4.20,15.36,8.41,26.94,52.77,13.78,8.47,15.13,26.77,56.48,20.61,3.86,73.84,12.86,12.74,14.40,4.90,59.98,17.77,26.71,3.37,8.84,16.56,1.64,60.21,41.69,6.49,9.08,1,0.4927
14.11,2.84,9.59,45.86,16.12,7.14,4.00,18.25,1.73,8.85,19.08,17.23,44.42,13.14,6.58,13.75,19.88,47.18,14.75,4.33,38.42,35.48,17.77,15.99,4.24,52.10,6.20,14.86,49.56,11.61,15.43,3.62,39.50,35.49,6.07,nan,4,0.4356
17.21,5.06,11.73,25.16,14.60,10.88,3.96,13.02,3.37,10.29,8.64,12.08,28.17,0.08,11.14,9.93,6.47,nan,18.89,2.11,38.46,74.99,12.93,8.40,1.48,54.09,13.05,33.29,nan,15.49,5.58,2.88,37.08,11.62,8.66,5.01,1,0.4032
14.58,4.84,11.58,50.51,14.98,1.84,3.83,12.77,2.06,11.31,7.65,23.42,45.95,9.01,7.08,9.40,16.38,36.55,9.98,4.88,34.03,60.46,14.88,25.74,3.66,43.42,16.37,8.29,22.59,13.40,12.54,nan,39.58,52.05,nan,13.55,5,0.4309
8.98,2.02,11.62,27.96,11.11,4.09,3.67,18.24,2.89,17.56,22.16,4.59,17.22,11.72,14.85,11.33,11.37,28.13,14.71,5.45,14.38,45.30,16.63,6.99,2.18,52.27,nan,nan,50.54,nan,11.80,1.33,36.30,12.33,5.08,13.82,0,0.3656
14.91,3.36,10.95,30.71,10.07,15.13,2.33,16.45,nan,9.33,21.99,6.12,39.39,12.85,10.35,6.75,12.46,40.53,nan,3.36,39.10,nan,16.55,17.36,5.77,35.03,12.47,40.08,nan,9.43,18.91,4.32,32.45,21.71,2.42,11.51,4,0.4108
10.64,3.57,6.39,26.52,11.00,15.76,2.70,6.49,3.27,6.44,4.89,19.91,38.16,9.25,20.04,4.06,3.95,21.66,4.69,2.53,23.09,68.57,19.42,8.95,3.93,nan,nan,44.75,56.93,18.29,4.58,3.40,28.04,14.44,7.96,9.84,5,0.3456
11.03,4.66,13.16,24.28,8.31,9.39,4.15,15.90,2.09,11.03,21.13,10.85,20.65,15.72,11.27,9.05,12.12,50.29,13.41,2.44,34.47,49.38,8.94,15.75,2.57,47.10,11.98,35.66,51.28,14.74,14.43,4.09,33.61,37.16,7.26,nan,4,0.3990
8.34,5.38,nan,33.24,19.01,5.83,2.95,7.96,3.79,nan,7.96,nan,34.14,5.14,4.04,14.57,13.56,nan,17.42,4.57,30.82,69.41,15.52,26.25,3.89,37.54,15.79,6.48,30.78,9.09,6.33,3.30,40.48,47.92,7.98,13.91,5,0.4072
16.77,5.83,12.10,34.76,8.56,9.39,5.02,16.80,4.26,8.69,26.64,11.12,32.05,11.67,8.28,8.76,nan,54.73,11.15,5.59,32.40,41.92,11.05,19.03,3.36,50.66,11.23,28.31,63.98,15.62,17.79,4.99,28.68,40.09,7.76,8.00,4,0.4227
18.44,5.10,9.21,1.71,7.96,19.77,4.71,0.00,2.49,3.69,11.03,20.29,36.66,11.81,16.33,3.07,1.53,7.26,4.81,2.83,27.21,66.33,18.25,9.26,3.01,0.00,7.47,47.38,69.27,14.21,3.16,2.33,28.16,22.80,6.76,16.96,5,0.3389
11.69,4.43,11.46,52.88,14.91,11.47,2.80,21.82,2.23,10.61,15.65,11.99,48.38,7.65,12.48,6.73,18.32,41.38,10.14,3.09,nan,51.61,18.91,23.08,3.22,32.97,11.54,nan,39.94,14.17,12.53,2.43,nan,29.59,5.63,10.90,0,0.4126
13.66,4.85,7.62,22.96,13.74,14.75,3.32,4.81,1.79,4.18,8.75,23.22,43.57,9.36,18.41,5.34,4.73,18.16,5.51,4.58,30.81,61.37,17.84,11.98,2.61,9.85,7.12,41.51,56.87,13.51,8.40,2.81,33.08,21.54,6.66,15.59,5,0.3681
16.01,4.54,11.93,31.88,11.90,11.31,2.99,15.94,2.07,nan,27.71,13.60,33.82,nan,10.58,6.09,10.30,56.09,11.64,2.34,35.94,40.21,12.67,17.84,3.23,44.65,7.54,28.65,67.51,18.43,16.49,3.46,36.06,37.16,9.63,9.54,4,0.4279
17.36,2.55,15.89,35.17,14.60,2.97,2.05,12.15,5.62,6.63,12.58,19.02,25.85,10.85,8.05,nan,24.78,18.05,14.77,3.49,50.58,56.07,7.78,nan,4.49,45.74,12.09,17.63,33.59,nan,7.74,5.52,43.72,45.81,7.12,10.90,5,0.4049
7.54,4.75,7.51,nan,14.63,0.05,4.23,16.07,3.28,17.17,14.67,21.94,31.20,7.34,9.91,7.14,15.65,56.19,9.28,4.81,16.25,58.05,14.68,23.52,3.90,42.76,10.36,19.63,31.41,15.31,14.23,0.18,29.10,37.38,7.00,14.81,5,0.4024
9.17,5.30,nan,nan,12.49,nan,4.16,16.19,5.06,8.78,16.94,14.97,35.92,10.21,11.59,8.19,15.25,55.64,7.99,3.22,29.65,nan,12.89,21.24,4.63,35.54,9.78,23.17,45.62,15.45,11.89,3.90,28.05,nan,9.89,4.52,4,0.4076
7.97,3.86,12.99,42.34,10.94,8.28,4.33,12.53,5.44,13.50,17.22,11.49,nan,7.26,15.89,nan,21.45,40.19,7.29,4.44,nan,53.75,16.08,17.22,nan,26.39,9.20,32.17,46.46,15.47,13.25,5.09,27.46,32.17,9.84,10.04,1,0.3670
13.19,4.55,10.76,46.58,11.17,7.51,3.13,14.05,3.77,8.78,19.19,10.74,28.52,5.33,16.82,5.00,27.19,39.93,9.56,3.56,22.57,41.77,14.32,13.87,nan,32.06,8.08,33.51,53.19,19.04,15.81,nan,30.56,29.39,13.29,7.42,0,0.3803
9.31,4.71,9.73,34.81,10.79,17.13,5.23,18.61,2.25,13.10,22.44,14.39,35.10,10.86,7.30,4.11,15.56,60.08,9.26,5.14,31.25,37.08,12.98,18.78,3.24,28.91,12.68,28.45,50.58,22.84,8.45,4.37,29.02,41.50,6.84,15.56,4,0.4034
15.75,5.00,7.15,19.35,13.04,12.05,2.69,15.83,3.42,9.86,18.52,8.75,18.98,13.89,8.76,8.72,11.73,54.73,15.91,3.20,43.77,67.44,7.86,18.52,nan,50.35,9.15,38.22,55.34,10.15,12.02,2.54,24.34,30.12,nan,nan,1,0.4132
10.94,3.74,9.20,20.97,9.65,18.90,2.69,9.35,2.44,15.31,11.14,13.98,30.67,6.36,4.56,7.83,11.60,23.73,18.06,3.66,52.36,49.67,18.35,nan,1.36,40.46,20.24,44.44,53.50,8.46,12.20,2.35,nan,12.72,nan,8.12,1,0.4086
nan,3.87,11.86,42.76,nan,11.66,0.27,12.72,2.18,6.48,6.16,21.89,52.07,11.45,14.37,6.36,19.66,24.11,13.62,2.74,55.90,34.23,20.09,9.57,3.18,36.98,13.32,31.00,33.34,11.96,18.20,3.01,70.19,23.11,12.07,13.00,1,0.4511
15.21,nan,6.05,35.48,17.04,5.81,2.76,7.27,4.03,13.05,3.89,19.14,19.87,7.93,8.76,4.75,19.03,31.60,12.06,2.79,46.31,71.35,7.03,5.43,4.53,40.43,nan,48.68,50.79,13.82,10.80,2.29,35.07,22.25,6.73,11.28,5,0.3985
13.99,3.06,15.35,36.05,11.41,14.06,2.68,16.68,3.62,11.88,13.80,15.51,36.89,5.69,10.50,5.18,13.68,32.12,15.15,3.54,39.23,58.40,14.96,17.02,3.80,40.22,10.27,31.06,46.76,12.80,11.99,2.65,38.80,25.53,6.66,10.75,3,0.4167
9.18,3.24,10.37,33.80,9.69,7.99,3.26,11.11,nan,9.29,15.99,12.10,28.74,10.39,10.56,10.69,21.94,43.73,12.00,4.66,24.25,43.20,15.20,16.94,nan,33.74,10.15,28.30,48.00,12.07,16.10,2.64,nan,40.24,nan,nan,3,0.3883
6.33,4.70,9.06,20.40,8.80,15.37,3.64,19.66,3.38,12.04,24.50,4.94,19.16,17.42,10.50,12.70,27.55,80.89,9.87,5.04,26.09,38.64,nan,24.01,5.61,28.51,7.79,34.72,43.13,14.78,12.35,3.93,9.51,61.42,10.32,9.46,2,0.3776
14.14,4.32,15.16,29.74,3.35,6.56,3.39,19.82,4.21,15.57,23.00,9.30,26.88,13.30,13.45,11.86,22.62,51.43,14.65,4.16,16.15,35.49,13.60,22.73,3.44,48.66,14.64,27.01,34.63,15.10,18.92,1.26,28.03,45.38,11.39,11.57,0,0.3953
13.52,2.14,14.46,40.20,9.76,13.71,4.12,16.94,2.91,10.70,nan,13.80,38.70,6.48,10.32,5.34,14.18,34.03,nan,4.10,30.27,56.98,20.97,21.37,1.73,37.12,12.01,nan,49.23,9.61,11.01,2.65,33.78,25.28,nan,nan,0,0.4006
13.50,4.53,12.56,31.87,14.58,4.12,3.83,9.97,3.14,14.91,23.36,8.59,14.95,14.01,11.25,6.62,13.79,25.41,18.43,5.26,37.80,49.37,18.55,11.21,1.08,57.84,16.98,nan,57.93,12.20,17.88,3.25,49.88,10.15,5.62,5.70,0,0.4068
13.14,5.28,10.20,19.45,11.05,10.14,3.05,11.58,2.80,10.42,10.57,18.84,22.42,8.06,10.09,7.56,11.27,26.74,15.67,5.41,33.64,63.41,14.70,6.39,3.22,46.24,8.86,34.62,45.50,7.79,7.71,2.37,46.46,19.60,13.17,6.60,1,0.3903
8.12,3.49,12.61,39.58,9.11,11.98,4.40,16.57,4.03,15.67,17.88,nan,33.07,8.87,9.22,9.61,17.05,57.60,14.69,nan,25.57,nan,16.88,20.08,2.23,45.03,9.37,25.36,38.70,13.92,14.37,2.28,36.48,36.97,10.08,7.91,2,0.4156
12.92,3.27,10.93,22.87,8.84,11.22,4.56,18.14,3.57,7.12,22.27,4.44,29.07,17.67,11.29,6.34,nan,36.32,12.58,3.98,38.44,48.58,15.34,15.32,4.44,37.64,14.66,33.87,59.93,10.77,14.85,3.17,40.51,23.42,4.67,10.37,4,0.3952
17.19,4.27,14.14,29.03,nan,8.79,4.54,10.95,3.54,nan,14.63,18.67,32.80,nan,10.93,7.10,14.10,24.42,12.64,3.28,32.19,55.98,13.62,15.31,3.90,42.39,14.13,28.83,45.13,13.03,11.65,1.17,37.93,33.72,9.11,11.86,1,0.4014
10.16,4.58,13.67,20.10,7.16,15.07,5.30,12.72,4.57,13.16,nan,19.04,30.94,12.37,6.50,9.93,9.23,nan,14.81,3.79,38.17,55.16,14.33,13.84,nan,41.71,12.48,30.82,40.86,11.92,8.38,3.51,42.78,36.46,7.52,7.72,1,0.4082
16.79,5.12,14.85,30.88,13.97,12.63,4.11,19.11,4.39,9.49,24.43,8.07,41.21,11.86,9.89,6.96,8.55,34.30,13.93,4.54,37.88,42.77,18.32,13.51,3.11,53.54,15.02,28.41,62.83,14.65,16.93,3.15,49.61,19.95,8.52,12.77,4,0.4439
13.45,6.66,7.96,15.93,8.14,16.77,3.72,11.80,2.46,9.00,18.07,14.76,29.10,14.36,9.93,7.91,15.21,44.37,13.74,5.65,40.70,41.18,nan,16.51,2.11,nan,11.54,39.39,53.08,13.79,11.44,4.80,30.96,35.69,6.69,11.50,4,0.3899
11.38,4.28,6.75,40.11,18.90,12.26,3.98,10.97,3.91,7.45,5.34,25.39,43.85,14.99,17.03,8.32,4.70,nan,10.95,4.40,47.58,60.03,17.88,11.73,5.60,31.65,5.94,31.44,42.93,20.83,nan,4.22,34.95,19.87,4.90,3.20,5,0.4125
13.32,5.22,14.08,36.98,12.99,7.29,5.22,18.78,3.86,8.97,20.06,15.51,31.46,12.93,11.73,5.38,10.52,42.95,14.03,2.75,27.88,59.94,nan,22.73,3.68,39.23,7.82,15.59,42.25,15.86,8.97,3.00,33.01,38.54,8.74,12.43,4,0.4046
6.18,4.02,14.18,35.36,17.57,14.89,3.31,14.85,2.86,9.79,19.39,10.15,42.56,10.01,9.66,7.84,nan,40.21,6.15,2.87,37.14,48.84,15.57,12.91,2.05,39.11,17.11,31.33,59.14,13.30,14.34,4.15,49.11,nan,6.15,12.03,0,0.4276
13.29,5.25,16.47,35.47,12.21,11.31,3.51,17.98,2.54,11.09,7.66,13.24,nan,19.48,11.68,9.51,3.93,30.59,13.09,5.39,nan,55.72,22.18,12.58,2.14,45.43,9.06,27.68,44.99,14.52,15.95,4.39,57.13,22.13,7.10,nan,3,0.4440
7.65,nan,19.49,43.56,11.27,9.15,3.95,16.37,2.92,14.34,13.58,nan,33.21,12.81,12.50,4.95,20.16,35.25,10.07,3.73,36.95,53.11,15.18,16.24,3.06,36.82,11.24,26.00,28.43,8.48,12.82,2.50,44.31,36.24,5.22,9.84,3,0.4018
14.51,5.11,10.90,33.48,15.53,8.34,3.47,15.22,3.70,7.13,13.80,12.69,nan,10.58,13.52,3.95,11.81,32.91,19.00,1.53,53.06,59.33,12.45,17.41,3.49,49.19,14.50,34.84,44.13,nan,nan,nan,51.26,19.86,10.77,4.92,1,0.4348
8.42,2.54,10.61,nan,0.24,11.25,3.48,15.02,2.37,10.71,15.39,6.61,17.57,9.89,12.31,nan,3.16,45.77,15.67,3.50,16.77,61.82,8.79,23.52,1.97,38.47,20.54,40.75,39.95,7.12,16.25,3.93,37.11,39.82,14.24,12.12,3,0.3743
15.00,4.01,nan,7.23,4.26,15.25,4.28,0.85,4.72,7.28,13.09,22.27,24.77,9.52,19.06,2.16,3.26,12.64,11.72,4.33,13.34,69.47,21.13,12.57,3.95,nan,0.95,47.79,64.03,8.63,9.62,4.86,36.03,15.89,10.98,14.45,5,0.3376
nan,4.82,9.78,24.82,10.05,11.59,3.84,11.54,4.52,11.62,18.90,13.80,21.57,18.01,10.18,8.85,18.45,55.03,12.85,4.18,34.40,53.13,10.27,21.85,3.50,30.70,6.63,32.89,48.33,15.96,nan,4.93,18.10,46.48,6.03,7.87,2,0.3852
8.94,6.20,10.20,41.79,10.30,nan,2.62,20.60,4.55,17.45,17.00,11.26,22.96,9.97,7.84,9.74,23.45,63.38,11.68,3.88,21.34,44.00,10.39,14.38,3.27,53.73,12.43,25.13,34.58,20.88,11.69,2.82,32.47,43.12,14.28,7.42,0,0.4080
11.38,3.19,13.97,38.56,14.94,14.58,2.81,22.36,2.17,10.22,9.98,26.38,48.26,17.70,nan,9.42,25.85,45.14,19.26,2.48,79.92,14.91,11.89,10.69,2.11,55.99,15.12,33.80,15.90,8.32,20.05,4.39,64.75,34.46,5.51,9.75,1,0.4800
9.35,3.36,10.17,22.60,9.36,10.33,nan,18.25,1.42,nan,20.89,2.62,nan,13.30,nan,7.35,10.25,nan,14.85,2.60,30.77,49.14,16.25,11.74,3.69,33.63,12.85,33.62,60.77,10.20,12.09,1.92,42.04,16.59,4.06,nan,4,0.3683
13.92,nan,8.65,40.46,13.86,9.43,4.69,14.30,2.92,9.45,11.60,14.63,36.43,7.10,7.88,8.32,17.74,25.16,12.35,4.37,43.37,59.31,15.75,14.03,4.21,36.95,10.68,27.20,49.73,7.53,9.99,nan,32.57,23.00,1.41,nan,4,0.3945
11.60,2.14,16.23,24.02,14.82,9.73,3.02,10.89,2.97,12.68,18.88,12.41,19.73,9.60,12.35,5.05,14.14,21.90,16.26,nan,28.22,63.08,14.85,17.17,1.91,33.85,12.00,27.33,44.78,13.29,6.99,3.11,38.15,29.11,7.76,14.28,0,0.3770
nan,1.83,19.69,30.35,10.59,1.78,5.51,6.83,3.33,7.00,18.51,8.01,31.64,13.36,10.12,6.42,3.89,0.00,15.52,2.06,22.57,51.46,23.01,14.18,3.64,38.40,18.96,16.37,59.98,17.11,14.99,3.51,68.52,27.05,6.67,18.90,0,0.3953
17.36,5.66,13.02,18.29,13.13,9.43,nan,12.33,4.07,7.03,10.15,18.08,25.94,14.26,3.80,11.45,26.53,32.28,21.17,nan,58.68,43.68,6.09,nan,3.81,48.79,nan,23.33,32.44,11.15,8.94,1.69,48.55,53.62,11.07,12.18,5,0.4275
6.11,5.78,13.13,56.68,16.08,0.64,2.80,8.37,3.76,16.16,11.18,20.65,17.25,0.00,12.60,9.84,24.31,30.64,16.81,4.61,nan,52.50,13.54,nan,3.25,57.01,11.20,29.71,38.62,16.34,14.19,6.09,44.90,22.52,8.99,0.57,5,0.4000
10.67,3.98,6.85,42.67,9.75,6.69,3.72,nan,4.37,10.78,8.98,19.11,37.92,8.29,3.82,6.98,8.61,44.54,13.32,4.31,31.87,60.30,15.84,23.40,2.43,37.24,14.36,15.78,37.98,15.33,10.16,1.94,40.70,40.24,7.09,nan,5,0.4140
12.23,5.01,12.79,36.57,nan,13.97,1.58,12.32,nan,8.59,13.76,15.28,44.39,7.00,5.17,9.56,nan,32.82,13.82,3.66,39.70,44.00,19.41,15.84,2.52,41.77,15.43,22.91,55.04,13.58,14.05,3.24,50.29,32.07,7.27,7.68,1,0.4274
11.97,3.82,7.82,47.29,13.13,7.73,4.67,21.91,2.57,11.21,20.76,15.09,40.73,13.27,9.35,nan,17.30,67.28,nan,3.59,31.28,44.60,12.66,18.04,1.78,51.50,10.20,24.05,46.13,11.92,nan,4.30,26.45,38.86,8.63,6.24,4,0.4273
8.17,3.71,6.76,29.74,15.86,6.81,5.73,11.10,3.78,11.00,nan,13.23,21.78,13.13,11.53,10.24,nan,39.71,12.08,2.27,30.31,51.94,11.11,23.04,2.33,22.95,14.45,21.71,30.53,14.08,5.89,2.90,21.24,48.19,5.67,13.58,3,0.3596
13.07,4.26,14.03,20.47,nan,13.23,3.55,10.47,3.49,15.22,24.52,11.08,18.74,nan,11.56,8.72,16.16,49.73,19.58,nan,27.58,49.69,16.74,25.14,2.83,38.82,9.33,30.89,49.49,16.52,13.23,4.88,28.46,37.15,9.72,7.67,0,0.3993
15.76,1.45,6.54,35.22,10.31,7.86,4.37,13.83,3.33,nan,12.58,17.21,29.77,6.06,11.07,8.04,15.39,30.26,12.87,3.98,34.10,61.71,14.98,13.68,4.14,40.70,8.94,34.13,49.60,7.53,11.44,3.14,26.47,18.56,4.91,7.43,4,0.3819
14.04,3.41,12.01,33.78,10.83,7.63,3.22,20.52,4.47,4.51,20.75,9.22,31.12,14.79,9.77,nan,9.07,34.70,nan,3.98,39.42,50.34,13.99,12.45,3.83,41.53,9.75,25.09,59.10,nan,12.68,3.02,48.53,24.73,6.97,13.04,4,0.4082
14.47,4.02,11.07,22.47,17.28,3.08,4.91,9.92,4.31,nan,22.84,6.14,13.96,12.65,12.96,13.82,8.46,26.95,19.92,4.57,nan,55.39,13.99,8.13,4.66,66.51,11.72,44.84,nan,nan,19.54,3.24,40.86,7.09,4.63,9.16,0,0.4106
